title,type,release_year,runtime,genres,imdb_score,name,role,thriller,scifi,animation,documentation,history,western,war,sport,action,romance,horror,crime,comedy,drama,music,reality,fantasy,family,european
Love Affair,MOVIE,1939.0,88.0,"['romance', 'drama', 'comedy']",7.3,"Irene Dunne,Charles Boyer,Maria Ouspenskaya,Lee Bowman,Astrid Allwyn,Maurice Moscovitch,Scotty Beckett,Ferike Boros,Mary Bovard,Tom Dugan,Bess Flowers,Dell Henderson,Leyland Hodgson,Carol Hughes,Lloyd Ingraham,Phyllis Kennedy,Joan Leslie,Fred Malatesta,Frank McGlynn Sr.,Harold Miller,Gerald Mohr,Bert Moorhouse,Oscar O'Shea,Leo McCarey",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
The Bishop's Wife,MOVIE,1947.0,109.0,"['fantasy', 'comedy', 'drama', 'romance']",7.6,"Cary Grant,Loretta Young,David Niven,Monty Woolley,James Gleason,Gladys Cooper,Elsa Lanchester,Sara Haden,Karolyn Grimes,Tito Vuolo,Regis Toomey,Sarah Edwards,Margaret McWade,Anne O'Neal,Ben Erway,Erville Alderson,Robert J. Anderson,Teddy Infuhr,Eugene Borden,Almira Sessions,Claire Du Brey,Florence Auer,Margaret Wells,Kitty O'Neil,Isabel Jewell,David Leonard,Dorothy Vaughan,Edgar Dearing,Sheryl Deauville,Henry Koster",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Of Human Bondage,MOVIE,1934.0,83.0,"['drama', 'romance']",7.0,"Leslie Howard,Bette Davis,Frances Dee,Kay Johnson,Reginald Denny,Alan Hale,Reginald Sheffield,Reginald Owen,Desmond Roberts,Harry Allen,Ray Atchley,Frank Baker,Evelyn Beresford,Jimmy Casey,Ma Curly,Byron Fitzpatrick,Tommy Hughes,Kenner G. Kemp,Billy Mills,Nat Neahan,Tempe Pigott,Irene Rich,Adrian Rosley,Frank Schwab,Al Sullivan,Madeline Wilson,Douglas Gordon,John Cromwell",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Our Town,MOVIE,1940.0,90.0,"['romance', 'drama', 'family']",6.5,"William Holden,Martha Scott,Fay Bainter,Beulah Bondi,Thomas Mitchell,Guy Kibbee,Frank Craven,Stuart Erwin,Ruth Tobey,Doro Merande,Charles Trowbridge,Philip Wood,Arthur Allen,Douglas Gardner,Spencer Charters,Dix Davis,Ralph Gilliam,Paula Lane,Donn Stokes,Tom Drake,Dan White,Tim Davis,Sam Wood",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
The Little Princess,MOVIE,1939.0,93.0,"['comedy', 'drama', 'family']",7.1,"Shirley Temple,Richard Greene,Anita Louise,Ian Hunter,Arthur Treacher,Mary Nash,Cesar Romero,Miles Mander,Marcia Mae Jones,Beryl Mercer,Deidre Gale,Ira Stevens,E. E. Clive,Eily Malyon,Clyde Cook,Keith Hitchcock,Will Stanton,Harry Allen,Holmes Herbert,Evan Thomas,Guy Bellis,Kenneth Hunter,Lionel Braham,Frank Baker,Sidney Bracey,Eve Conrad,Robert Cory,Herbert Evans,Olaf Hytten,Lilyan Irene,Charles Irwin,Patrick X. Kerry,Morton Lowry,Jean Manners,Vesey O'Davoren,Antonia Oland,Rita Page,Hilda Plowright,Gerald Rogers,Leslie Sketchley,Amzie Strickland,David Thursby,Clare Verdera,Sybil Jason,Walter Lang",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Jackie Robinson Story,MOVIE,1950.0,76.0,"['drama', 'sport']",6.3,"Jackie Robinson,Ruby Dee,Minor Watson,Louise Beavers,Richard Lane,Harry Shannon,Ben Lessy,William 'Bill' Spaulding,Billy Wayne,Joel Fluellen,Bernie Hamilton,Kenny Washington,Pat Flaherty,Larry McGrath,Emmett Smith,George Dockstader,Howard Louis McNeely,Alfred E. Green",ACTOR,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Secret Life of Walter Mitty,MOVIE,1947.0,105.0,"['romance', 'comedy', 'fantasy']",6.9,"Danny Kaye,Virginia Mayo,Fay Bainter,Thurston Hall,Ann Rutherford,Florence Bates,Gordon Jones,Boris Karloff,Konstantin Shayne,Henry Corden,Milton Parsons,Doris Lloyd,Fritz Feld,Frank Reicher,Reginald Denny,Eddie Acuff,Robert Altman,Billy Bletcher,Betty Blythe,Jack Gargan,Karen X. Gaylord,Mary Ellen Gleason,Peter Gowland,Jackie Jordan,Georgia Lange,Chris-Pin Martin,Frank McLure,Frank Meredith,Martha Montgomery,Brick Sullivan,Charles Trowbridge,Irene Vernon,Lynn Walker,Charles C. Wilson,Hank Worden,Helen Jerome Eddy,Bess Flowers,Dorothy Granger,Norman Z. McLeod",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Strange Love of Martha Ivers,MOVIE,1946.0,115.0,"['thriller', 'romance', 'drama']",7.4,"Barbara Stanwyck,Van Heflin,Lizabeth Scott,Kirk Douglas,Judith Anderson,Roman Bohnen,Darryl Hickman,Janis Wilson,Ann Doran,Frank Orth,James Flavin,Mickey Kuhn,Charles D. Brown,Blake Edwards,Walter Baldwin,Tom Dillon,Bert Roach,John Kellogg,Lewis Milestone",ACTOR,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Flying Tigers,MOVIE,1942.0,102.0,"['drama', 'romance', 'war', 'action']",6.7,"John Wayne,John Carroll,Anna Lee,Paul Kelly,Gordon Jones,Mae Clarke,Addison Richards,Edmund MacDonald,Bill Shirley,Tom Neal,Malcolm 'Bud' McTaggart,David Bruce,Chester Gan,Jimmie Dodd,Gregg Barton,John James,David Miller",ACTOR,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Lady Windermere's Fan,MOVIE,1925.0,120.0,['comedy'],7.2,"Ronald Colman,May McAvoy,Bert Lytell,Irene Rich,Edward Martindel,Carrie Daumery,Ernst Lubitsch",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dead End,MOVIE,1937.0,93.0,"['crime', 'drama', 'romance']",7.3,"Sylvia Sidney,Joel McCrea,Humphrey Bogart,Wendy Barrie,Claire Trevor,Allen Jenkins,Marjorie Main,Billy Halop,Huntz Hall,Bobby Jordan,Leo Gorcey,Gabriel Dell,Bernard Punsly,Charles Peck,Minor Watson,James Burke,Ward Bond,Elisabeth Risdon,Esther Dale,George Humbert,Marcelle Corday,Don Barry,Wade Boteler,Al Bridge,G. Pat Collins,Thomas E. Jackson,Tom Ricketts,Walter Soderling,Earl Askam,Gilbert Clayton,Jerry Cooper,Bud Geary,Charles Halton,Robert Homans,Esther Howard,Kathryn Ann Lujan,Mona Monet,Gertrude Valerie,Charlotte Treadway,Maude Lambert,Lucile Browne,Frank Shields,Wesley Giraud,Mickey Martin,Payne B. Johnson,Sidney Kibrick,Larry Harris,Tom Randall,Norman Salling,Hugh Sheridan,Audrey Carol,Paula Hariette Levy,William Wyler",ACTOR,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Meet John Doe,MOVIE,1941.0,122.0,"['romance', 'comedy', 'drama']",7.6,"Gary Cooper,Barbara Stanwyck,Edward Arnold,Walter Brennan,Spring Byington,James Gleason,Gene Lockhart,Rod La Rocque,Irving Bacon,Regis Toomey,J. Farrell MacDonald,Warren Hymer,Harry Holman,Andrew Tombes,Pierre Watkin,Stanley Andrews,Mitchell Lewis,Charles C. Wilson,Vaughan Glaser,Sterling Holloway,M.J. Frankovich,Knox Manning,John B. Hughes,Harry Davenport,Ann Doran,Franklyn Farnum,Pat Flaherty,Bess Flowers,Hank Mann,James Millican,Bert Moorhouse,Frank Moran,Bert Stevens,Frank Capra",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
The Outlaw,MOVIE,1943.0,116.0,['western'],5.933656114214774,"Jack Buetel,Jane Russell,Thomas Mitchell,Walter Huston,Mimi Aguglia,Joe Sawyer,Gene Rizzi,Ben Johnson,Julian Rivero,Howard Hughes",ACTOR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Front Page,MOVIE,1931.0,101.0,"['comedy', 'drama', 'thriller', 'crime', 'romance']",6.2,"Pat O’Brien,Adolphe Menjou,Mary Brian,Edward Everett Horton,Walter Catlett,George E. Stone,Mae Clarke,Slim Summerville,Matt Moore,Frank McHugh,Clarence Wilson,Fred Howard,Phil Tead,Eugene Strong,Spencer Charters,Maurice Black,Effie Ellsler,Dorothea Wolbert,James Gordon,Herman J. Mankiewicz,Lewis Milestone",ACTOR,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
White Zombie,MOVIE,1932.0,67.0,['horror'],6.3,"Bela Lugosi,Madge Bellamy,Joseph Cawthorn,Robert Frazer,John Harron,Brandon Hurst,Clarence Muse,George Burr Macannan,Frederick Peters,Annette Stone,John Printz,Dan Crimmins,Claude Morgan,John Fergusson,Velma Gresham,Victor Halperin",ACTOR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bird of Paradise,MOVIE,1932.0,80.0,"['romance', 'drama']",6.0,"Dolores del Río,Joel McCrea,John Halliday,Richard 'Skeets' Gallagher,Bert Roach,Lon Chaney Jr.,Wade Boteler,Arnold Gray,Reginald Simpson,Napoleon Pukui,Agostino Borgato,Sofia Ortega,King Vidor",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Lost World,MOVIE,1925.0,93.0,"['fantasy', 'thriller', 'scifi']",7.0,"Bessie Love,Lewis Stone,Wallace Beery,Lloyd Hughes,Alma Bennett,Arthur Hoyt,Margaret McWade,Bull Montana,Frank Finch Smiles,Jules Cowles,George Bunny,Charles Wellesley,Arthur Conan Doyle,Virginia Brown Faire,Nelson McDowell,Gilbert Roland,Leo White,Harry O. Hoyt",ACTOR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49th Parallel,MOVIE,1941.0,123.0,"['thriller', 'war', 'drama']",7.3,"Leslie Howard,Laurence Olivier,Raymond Massey,Adolf Wohlbrück,Eric Portman,Raymond Lovell,Richard George,Niall MacGinnis,Peter Moore,John Chandos,Finlay Currie,Glynis Johns,Basil Appleby,Ley On,Charles Victor,Frederick Piper,Tawera Moana,Eric Clavering,Charles Rolfe,Theodore Salt,O.W. Fonger,George Alexander,Robert Beatty,Eric Berry,Gron Davies,Leslie Falardeau,Lionel Grose,Stuart Latham,Norman Luxton,Vincent Massey,Percy Parsons,Gerry Wilmot,Jack Hynes,Michael Powell",ACTOR,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Private Life of Henry VIII,MOVIE,1933.0,90.0,"['history', 'comedy', 'drama', 'romance']",7.0,"Charles Laughton,Robert Donat,Franklin Dyall,Miles Mander,Laurence Hanray,William Austin,John Loder,Claud Allister,Gibb McLaughlin,Sam Livesey,Merle Oberon,Wendy Barrie,Elsa Lanchester,Binnie Barnes,Everley Gregg,Lady Tree,Terry-Thomas,Alexander Korda",ACTOR,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
The Southerner,MOVIE,1945.0,92.0,['drama'],7.1,"Zachary Scott,Betty Field,J. Carrol Naish,Beulah Bondi,Percy Kilbride,Charles Kemper,Blanche Yurka,Norman Lloyd,Estelle Taylor,Paul Harvey,Noreen Nash,Paul E. Burns,Jay Gilpin,Jean Vanderwilt,Jack Norworth,Nestor Paiva,Almira Sessions,Jean Renoir",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hangmen Also Die!,MOVIE,1943.0,134.0,"['thriller', 'war', 'drama']",7.4,"Brian Donlevy,Walter Brennan,Anna Lee,Gene Lockhart,Dennis O'Keefe,Margaret Wycherly,Nana Bryant,William Roy,Hans Heinrich von Twardowski,Alexander Granach,Tonio Selwart,Jonathan Hale,Lionel Stander,Sarah Padden,Edmund MacDonald,Byron Foulger,Virginia Farmer,Ludwig Donath,George Irving,James Bush,Arno Frey,Lester Sharpe,Arthur Loft,Reinhold Schünzel,Chester Conklin,Claire McDowell,John Abbott,Louis Adlon,Erville Alderson,Richard Alexander,Fritz Lang",ACTOR,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Farewell to Arms,MOVIE,1932.0,89.0,"['drama', 'romance', 'war']",6.4,"Helen Hayes,Gary Cooper,Adolphe Menjou,Mary Philips,Jack La Rue,Blanche Friderici,Mary Forbes,Gilbert Emery,Henry Armetta,Herman Bing,Agostino Borgato,Marcelle Corday,Gino Corrado,William Irving,Doris Lloyd,Frank Borzage",ACTOR,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Scarlet Letter,MOVIE,1934.0,69.0,"['drama', 'history', 'romance']",5.3,"Colleen Moore,Hardie Albright,Henry B. Walthall,Cora Sue Collins,Alan Hale,Virginia Howell,William Kent,William Farnum,Betty Blythe,Al O. Henderson,Jules Cowles,Mickey Rentschler,Shirley Jean Rickert,Flora Finch,Robert G. Vignola",ACTOR,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Hunchback of Notre Dame,MOVIE,1923.0,113.0,"['horror', 'drama', 'romance']",7.2,"Lon Chaney,Patsy Ruth Miller,Norman Kerry,Kate Lester,Winifred Bryson,Nigel De Brulier,Brandon Hurst,Ernest Torrence,Tully Marshall,Harry von Meter,Raymond Hatton,Nick De Ruiz,Eulalie Jensen,Roy Laidlaw,Ray Myers,William Parke,Gladys Brockwell,John Cossar,Edwin Wallock,John George,Marion Gray,Wallace Worsley",ACTOR,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Tabu,MOVIE,1931.0,86.0,"['drama', 'romance', 'action']",7.4,"Matahi,Anne Chevalier,Bill Bambridge,Hitu,Jules,F.W. Murnau",ACTOR,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
The Big Lift,MOVIE,1950.0,120.0,"['drama', 'war']",6.5,"Montgomery Clift,Paul Douglas,Cornell Borchers,Bruni Löbel,O.E. Hasse,Dante V. Morel,John R. Mason,Gail R. Plush,Mack Blevins,William A. Stewart,Alfred L. Freiburger,Gerald Arons,James Wilson,Richard A. Kellogg,Roy R. Steele,George Seaton",ACTOR,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Why We Fight: Prelude to War,MOVIE,1942.0,53.0,"['documentation', 'war']",7.0,"Walter Huston,Max Schmeling,Frank Capra,Anatole Litvak",ACTOR,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fighting Kentuckian,MOVIE,1949.0,100.0,"['western', 'war', 'romance']",6.4,"John Wayne,Vera Ralston,Philip Dorn,Oliver Hardy,Marie Windsor,John Howard,Hugo Haas,Grant Withers,Odette Myrtil,Paul Fix,Mae Marsh,Dave Anderson,Jack Pennick,Hank Worden,Mickey Simpson,George Waggner",ACTOR,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Santa Fe Trail,MOVIE,1940.0,110.0,"['western', 'war', 'drama', 'history', 'romance']",6.2,"Errol Flynn,Olivia de Havilland,Raymond Massey,Ronald Reagan,Alan Hale,William Lundigan,Van Heflin,Gene Reynolds,Henry O'Neill,Guinn Williams,Alan Baxter,John Litel,Moroni Olsen,David Bruce,Hobart Cavanaugh,Charles D. Brown,Joe Sawyer,Frank Wilcox,Ward Bond,Russell Simpson,Charles Middleton,Erville Alderson,Spencer Charters,Susan Peters,William Marshall,George Haywood,Arthur Aylesworth,Roy Barcroft,Trevor Bardette,Edward Biby,Al Bridge,Jess Lee Brooks,Georgia Caine,Lucia Carroll,Eddy Chandler,Lane Chandler,Bud Cokes,Mildred Coles,Harry Cording,Joseph Crehan,Jack Deery,Jim Farley,Mildred Gover,Mitzi Green,Creighton Hale,Henry Hall,Sam Harris,Theresa Harris,Edward Hearn,Russell Hicks,Selmer Jackson,Payne B. Johnson,Victor Kilian,Richard Kipling,Wilfred Lucas,Eric Mayne,Frank Mayo,Tom McGuire,Lafe McKee,Robert McKenzie,Mira McKinney,John Meyer,Frank Mills,Edmund Mortimer,Jack Mower,Nestor Paiva,Bernice Pilot,Alex Proper,Clinton Rosemond,Napoleon Simpson,Walter Soderling,Grace Stafford,Count Stefenelli,Libby Taylor,Ernestine Wade,Eddy Waller,Blackie Whiteford,Ernest Whitman,Maris Wrixon,Michael Curtiz",ACTOR,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Dick Tracy,MOVIE,1945.0,61.0,"['action', 'crime', 'thriller', 'family']",5.9,"Morgan Conway,Anne Jeffreys,Mike Mazurki,Jane Greer,Lyle Latell,Joseph Crehan,Mickey Kuhn,Trevor Bardette,Morgan Wallace,Milton Parsons,William Halligan,William Berke",ACTOR,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Woman on the Run,MOVIE,1950.0,77.0,"['drama', 'crime', 'thriller']",7.2,"Ann Sheridan,Dennis O'Keefe,Robert Keith,John Qualen,Frank Jenks,Ross Elliott,Jane Liddell,Joan Shawlee,J. Farrell MacDonald,Steven Geray,Victor Sen Yung,Reiko Sato,Syd Saylor,Tom Dillon,Frank Baker,Steve Carruthers,Spencer Chan,Mike Donovan,Franklyn Farnum,Milton Kibbee,William J. O'Brien,Tom Quinn,Lee Roberts,Jeffrey Sayre,Sammee Tong,Ray Walker,Eddy Waller,Norman Foster",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Life with Father,MOVIE,1947.0,118.0,"['comedy', 'family']",7.1,"William Powell,Irene Dunne,Elizabeth Taylor,Edmund Gwenn,Zasu Pitts,Jimmy Lydon,Emma Dunn,Moroni Olsen,Elisabeth Risdon,Derek Scott,Johnny Calkins,Martin Milner,Heather Wilde,Monte Blue,Mary Field,Clara Blandick,Arlene Dahl,Creighton Hale,Michael Curtiz",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Nothing Sacred,MOVIE,1937.0,77.0,"['romance', 'drama', 'fantasy', 'comedy']",6.9,"Carole Lombard,Fredric March,Charles Winninger,Walter Connolly,Sig Ruman,Frank Fay,Troy Brown Sr.,Maxie Rosenbloom,Margaret Hamilton,Olin Howland,Billy Barty,Nora Cecil,George Chandler,Ann Doran,Claire Du Brey,Emily Fitzroy,Bess Flowers,Tenen Holtz,Hedda Hopper,Leonid Kinskey,Charles Lane,Edwin Maxwell,Hattie McDaniel,Aileen Pringle,John Qualen,Cyril Ring,Monty Woolley,William A. Wellman",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Penny Serenade,MOVIE,1941.0,119.0,"['romance', 'drama']",7.1,"Irene Dunne,Cary Grant,Beulah Bondi,Edgar Buchanan,Ann Doran,Eva Lee Kuney,Leonard Willey,Wallis Clark,Walter Soderling,Jane Biffle,Dorothy Adams,Billy Bevan,George Stevens",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
He Walked by Night,MOVIE,1949.0,79.0,"['thriller', 'crime']",7.1,"Richard Basehart,Scott Brady,Roy Roberts,Whit Bissell,James Cardwell,Jack Webb,Reed Hadley,Frank Cady,Thomas Browne Henry,Dorothy Adams,Jane Adams,Jack Bailey,Alma Beltran,Robert Bice,Dolores Castelli,George Chan,Garrett Craig,John Dehner,Ann Doran,Rex Downing,Michael Dugan,Paul Fierro,Byron Foulger,Kay Garrett,Tim Graham,Kit Guard,Harry Harvey,Peter Hobbes,Virginia Hunter,Felice Ingersoll,Anthony Jochim,Stan Johnson,Louise Kane,Tommy Kelly,Donald Kerr,Charles Lang,Lyle Latell,Rory Mallinson,Billy Mauch,John McGuire,Charles Meredith,Carlotta Monti,Bert Moorhouse,Howard Negley,James Nolan,John Parrish,Steve Pendleton,Paul Perri,Paul Scardon,Kenneth Tobey,Wally Vernon,Harlan Warde,Mary Ware,Robert B. Williams,Harry Wilson,Anthony Mann,Alfred L. Werker",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Algiers,MOVIE,1938.0,96.0,"['drama', 'romance']",6.7,"Charles Boyer,Sigrid Gurie,Hedy Lamarr,Joseph Calleia,Alan Hale,Gene Lockhart,Walter Kingsford,Paul Harvey,Stanley Fields,Johnny Downs,Charles D. Brown,Robert Greig,Leonid Kinskey,Joan Woodbury,Nina Koshetz,John Cromwell",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Louisiana Story,MOVIE,1948.0,78.0,['drama'],6.6,"Joseph Boudreaux,Lionel Le Blanc,E. Bienvenu,Frank Hardy,C.P. Guedry,Oscar J. Yarborough,Robert J. Flaherty",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jack London,MOVIE,1943.0,94.0,"['drama', 'war', 'romance']",5.1,"Michael O'Shea,Susan Hayward,Osa Massen,Harry Davenport,Frank Craven,Virginia Mayo,Ralph Morgan,Jonathan Hale,Edward Earle,Alfred Santell",ACTOR,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Broken Blossoms,MOVIE,1919.0,89.0,"['romance', 'drama']",7.3,"Lillian Gish,Richard Barthelmess,Donald Crisp,Arthur Howard,Edward Peil Sr.,George Beranger,Norman Selby,D.W. Griffith",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Dr. Jekyll and Mr. Hyde,MOVIE,1920.0,79.0,"['horror', 'scifi', 'drama']",6.9,"John Barrymore,Brandon Hurst,Martha Mansfield,Charles Lane,Cecil Clovelly,Nita Naldi,Louis Wolheim,Alma Aiken,J. Malcolm Dunn,Ferdinand Gottschalk,Julia Hurley,Jack McHugh,Georgie Drew Mendum,Blanche Ring,May Robson,George Stevens,Edgard Varèse,John S. Robertson",ACTOR,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Pleasure Garden,MOVIE,1925.0,75.0,"['romance', 'drama']",5.8,"Virginia Valli,Carmelita Geraghty,Miles Mander,John Stuart,George Snell,Frederic K. Martini,Florence Helminger,Alfred Hitchcock",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Too Late for Tears,MOVIE,1949.0,99.0,"['crime', 'thriller', 'drama']",7.3,"Lizabeth Scott,Don DeFore,Dan Duryea,Arthur Kennedy,Kristine Miller,Barry Kelley,Kevin O'Morrison,June Storey,James Nolan,Forbes Murray,Billy Halop,David Clarke,Byron Haskin",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Trapped,MOVIE,1949.0,78.0,"['thriller', 'crime', 'drama']",6.4,"Lloyd Bridges,Barbara Payton,John Hoyt,James Todd,Russ Conway,Robert Karnes,Jay C. Flippen,Lucille Barkley,Tommy Noonan,Dick Gordon,Rory Mallinson,Frank Sully,Richard Fleischer",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mother,MOVIE,1926.0,89.0,['drama'],7.5,"Vera Baranovskaya,Nikolai Batalov,Aleksandr Čistǎkov,Anna Zemtsova,Ivan Koval-Samborsky,Vsevolod Pudovkin",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Orphans of the Storm,MOVIE,1921.0,150.0,"['drama', 'history', 'romance']",7.3,"Lillian Gish,Dorothy Gish,Joseph Schildkraut,Creighton Hale,Monte Blue,Sidney Herbert,Lucille La Verne,Sheldon Lewis,Frank Puglia,Morgan Wallace,Frank Losee,Leslie King,Katherine Emmet,Flora Finch,Louis Wolheim,Marcia Harris,Lee Kohlmar,Kate Bruce,Adolph Lestina,D.W. Griffith",ACTOR,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Let There Be Light,MOVIE,1946.0,58.0,"['war', 'documentation']",7.4,"Walter Huston,John Huston",ACTOR,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Red House,MOVIE,1947.0,100.0,"['thriller', 'horror', 'drama']",6.8,"Edward G. Robinson,Lon McCallister,Judith Anderson,Rory Calhoun,Allene Roberts,Julie London,Ona Munson,Harry Shannon,Arthur Space,Pat Flaherty,Walter Sande,Delmer Daves",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Robin Hood,MOVIE,1922.0,133.0,"['romance', 'family']",7.1,"Douglas Fairbanks,Enid Bennett,Wallace Beery,Sam De Grasse,Alan Hale,Bud Geary,Willard Louis,Lloyd Talman,Paul Dickey,William Lowery,Allan Dwan",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Hurricane,MOVIE,1937.0,110.0,"['drama', 'romance', 'action']",7.2,"Dorothy Lamour,Jon Hall,Mary Astor,C. Aubrey Smith,Thomas Mitchell,Raymond Massey,John Carradine,Jerome Cowan,Al Kikume,Kuulei De Clercq,Layne Tom Jr.,Mamo Clark,Movita,Inez Courtney,Yola d'Avril,John Ford",ACTOR,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
The Memphis Belle: A Story of a Flying Fortress,MOVIE,1944.0,45.0,"['war', 'documentation', 'history']",7.3,"Vince Evans,Jacob L. Devers,Ira C. Eaker,Haywood Hansell,Technical Sergeant Robert J. Hanson,Eugene Kern,King George VI of the United Kingdom,Captain Charles B. Leighton,Technical Sergeant Harold P. Loch,Staff Sergeant Casimer A. Nastal,Queen Elizabeth the Queen Mother,Staff Sergeant John P. Quinlan,Staff Sergeant Cecil H. Scott,Captain James A. Verinis,Staff Sergeant Clarence E. Winchell,Stanley Wray,Arthur Kennedy,William Wyler",ACTOR,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Cat and the Canary,MOVIE,1927.0,108.0,"['comedy', 'thriller', 'horror']",7.1,"Laura La Plante,Creighton Hale,Forrest Stanley,Tully Marshall,Gertrude Astor,Flora Finch,Arthur Edmund Carewe,Martha Mattox,George Siegmann,Lucien Littlefield,Paul Leni",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
These Three,MOVIE,1936.0,93.0,"['romance', 'drama']",7.4,"Miriam Hopkins,Merle Oberon,Joel McCrea,Catherine Doucet,Alma Kruger,Bonita Granville,Marcia Mae Jones,Carmencita Johnson,Margaret Hamilton,Walter Brennan,Joan Barclay,Al Bridge,Sally Conlin,Marie Louise Cooper,Frank McGlynn Sr.,Greta Meyer,William Wyler",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Smash-Up: The Story of a Woman,MOVIE,1947.0,103.0,"['drama', 'music', 'romance']",6.4,"Susan Hayward,Lee Bowman,Marsha Hunt,Eddie Albert,Carl Esmond,Carleton Young,Charles D. Brown,Janet Murdoch,Sharyn Payne,Robert Shayne,Stuart Heisler",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Submarine Warfare,MOVIE,1944.0,38.0,"['war', 'documentation']",5.9,Gene Kelly,ACTOR,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
